Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets
Montanha;AndrBolota;2022-09-13 21:27:45+00:00;Se Góis for fantasiado de luva de pedreiro amanhã, eu vou falecer;0;1;0
Thiago Rocha;ThiagoRocha_12;2022-09-13 21:27:23+00:00;O caso luva de pedreiro mostra como o marketing das grandes empresas hoje é pífio;0;0;0
billy;bwilliean;2022-09-13 21:27:03+00:00;o luva de pedreiro tá se aposentando é?;0;0;0
raaaanna;heroinelux;2022-09-13 21:26:56+00:00;o only fans do luva de pedreiro vem ai;0;0;0
Breno Guimaraes;BrenoGu39190808;2022-09-13 21:26:27+00:00;@JoaquinTeixeira @luvadepedreiro Uma das primeiras vezes que estive na Bahia ouvi que o Baiano depois do almoço tem uma vontade enorme de carregar pedra. Então ele deita na rede e espera a vontade passar. Luva de Pedreiro não tira as luvas para dormir.;0;0;0
marco;W7marco;2022-09-13 21:25:17+00:00;Foda-se se o luva de pedreiro está grávido de um cavalo;0;0;0
Alex Sabino;alexsabino;2022-09-13 21:25:01+00:00;"""Luva de Pedreiro anuncia que irá encerrar a carreira.""

Que carreira?";0;13;0
Bruno 🐀;eubrunobr;2022-09-13 21:24:33+00:00;f luva de pedreiro;0;0;0
Luciene Gazeta - Jornalista & RP | Agro & Saúde;LucieneGazeta;2022-09-13 21:23:36+00:00;"Não só likes e seguidores aos milhões fazem uma pessoa feliz: paz e anonimato também! RECEBA!

#LuvadePedreiro se aposenta aos 20 anos!

https://t.co/KGQONMZCxW";0;0;0
Ta Top 2020;TaTop2016;2022-09-13 21:23:31+00:00;“Vou viver a minha vida normal”: Luva de pedreiro cansou-se da fama e apagou todos os vídeos https://t.co/bpVJZCz8Ly;0;0;0
Sr D #ForaEndersonSuaDesgraça;SrD_Ecb;2022-09-13 21:23:24+00:00;@kempao @luvadepedreiro Claramente se vê o cansaço no rosto dele, que fique bem.;0;0;0
João 🇧🇷;jovictor_7;2022-09-13 21:23:19+00:00;Vontade de fazer igual o luva de pedreiro;0;0;0
тediо ⽔;tedioFN1;2022-09-13 21:23:09+00:00;O q aconteceu com o luva de pedreiro?;0;1;0
Romario 777 ✠;RomarioCRVG_;2022-09-13 21:22:23+00:00;Luva de pedreiro não bate bem da cabeça isso todo mundo sabe, não me surpreenderia que do nada saísse uma noticia que o mlk está no mundos das drogas e o caralho;0;0;0
𝐒𝐩𝐚𝐜𝐞 𝐆𝐞𝐨🌹;Geospace02;2022-09-13 21:22:18+00:00;vou pegar o Instagram do luva de pedreiro pra mim;0;2;0
Bolsonaro 🇧🇷 22;FClubeBolsonar5;2022-09-13 21:22:12+00:00;@JoaquinTeixeira @luvadepedreiro Pobre não perde a mania de dormir com a roupa que usou o dia inteiro.;0;2;0
Véi Lambiqueiro;AlexAlyosha;2022-09-13 21:22:08+00:00;@DaniloGentili Vai virar Pedreiro de Luva a partir de agora.;0;0;0
Ricardo Barbosa;ricardob_pmp;2022-09-13 21:21:48+00:00;"QUAL O SENTIDO DA VIDA?

Muitos vão achar loucura, como largar algo que proporciona contratos milionários e festas com celebridades. Parabéns Iran Ferreira (Luva de Pedreiro) pela coragem, e por priorizar o direito MERECIDAMENTE SEU de ser FELIZ. 

Que Deus ilumine o seu caminho. https://t.co/kd6nLijhwd";0;0;0
RUMO AO TRI ᶜʳᶠ💪🏼;Rudriguo;2022-09-13 21:21:22+00:00;A carreira do Luva de Pedreiro durou menos do que o Lisca Doido como técnico do Santos;0;3;1
Leandro Santiago;fessoleandrogeo;2022-09-13 21:21:19+00:00;"Com a aposentadoria do melhor do mundo ""luva de pedreiro"", quem é o melhor influencer do Brasil?";0;0;0
Sisi;sisicardosob;2022-09-13 21:21:09+00:00;HUMOR: Conheça Luva de Coveiro, o influencer que herdou o lugar do Luva de Pedreiro. https://t.co/jCArmZBaOu;0;0;0
Gustavo;gustavodrumm;2022-09-13 21:21:06+00:00;luva de pedreiro anuncia q vai parar de fazer vídeo ossa q notícia bombástica;0;1;0
Gabriel;gaaberuu;2022-09-13 21:20:49+00:00;"NN suporto ver notícias de luva de pedreiro...
P mim o sem noção";0;0;0
Verônica Kreitchmann;VKreitchmann;2022-09-13 21:20:41+00:00;#luvadepedreiro anunciou fim de carreira …. Muita força pra vc , que siga sempre no caminho do ❤️ e 🙏🏻;0;0;0
Victor Sabino;Victorsabinos;2022-09-13 21:20:32+00:00;O vídeo do Luva de Pedreiro informando que está parando com a carreira de influencer é Marketing ou uma uma questão de Inteligência Emocional?;0;0;0
Thiago Nogueira;Thi0804;2022-09-13 21:20:32+00:00;@JoaquinTeixeira @luvadepedreiro É muita bronha;0;1;0
Correio do Povo;correio_dopovo;2022-09-13 21:20:30+00:00;"Luva de Pedreiro anuncia que irá encerrar carreira de influenciador: ""Vou viver a minha vida normal""

https://t.co/zPfUwUwoaw https://t.co/ePzFhjgarT";2;5;1
Erick Viana Jr.;erickjr97;2022-09-13 21:20:24+00:00;Luva de Pedreiro parou...;0;0;0
GZH;gzhdigital;2022-09-13 21:20:00+00:00;"Luva de Pedreiro abandona carreira de influenciador: ""Decisão minha"" (via @EsportesGZH) 

https://t.co/4VsCs8tCtB";0;6;1
Thay;thayitgirl_;2022-09-13 21:19:42+00:00;Luva de Pedreiro falou que vai parar com a carreira dele de Influenciador Digital;0;0;0
Vinicius Courtois;viniiim;2022-09-13 21:19:27+00:00;Luva de pedreiro apagou todos os seus vídeos e anuncia pausa na carreira. Pausar uma carreira de 10 meses kkkkkk gostaria de poder fazer isso.;0;0;0
Jay 🦕 | WEi 🫧 SKZ;jaynaracarva;2022-09-13 21:18:50+00:00;@januariocrf @cleitonncrf um onlyfans do luva de pedreiro KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;0;0;0
Efil;Efilhorj;2022-09-13 21:18:33+00:00;"@JoaquinTeixeira Internet: "" valeu luva de pedreiro, próximo""
Internet: "" quem é vc?""
Desconhecido: "" BORA BILL""
Internet:"" tá contratado""";0;23;0
Aninha;anahpires_;2022-09-13 21:18:13+00:00;Luva de pedreiro desativou;0;0;0
Nico Freitas;Peixereco;2022-09-13 21:18:04+00:00;Luva de pedreiro é o maior falastrão da história;0;0;0
Mário 🇧🇼🍻🥩;mario1903_;2022-09-13 21:17:59+00:00;Ficam dando palco pra esses caras, é isso que dá. O @luvadepedreiro é o reflexo perfeito dessa geração insuportável...;0;0;0
souza_moreno;Bruno_Uchiha27;2022-09-13 21:17:23+00:00;@edfisicaprof Quem e luva de pedreiro perto de vc;0;2;0
lucas;henriiluca;2022-09-13 21:17:17+00:00;luva de pedreiro é o joao doria da internet: nao gosta de assumir compromisso até o final;0;0;0
Victor Evangelista;VictorEsdra;2022-09-13 21:16:50+00:00;@JoaquinTeixeira NÃO É FÁCIL SER O LUVA DE PEDREIRO;0;0;0
KaBuM! l Red;_esportsred;2022-09-13 21:16:25+00:00;"Maluquice achar que é marketing e ele vai apresentar uma nova fase da vida?

#luvadepedreiro";0;0;0
Aline Kelli Dos Santos;alinekells65;2022-09-13 21:15:41+00:00;@forumpandlr Foi por causa dessa lição de casa que o Luva de Pedreiro largou a carreira de influencer.;0;0;0
RUMO AO TRI ᶜʳᶠ💪🏼;Rudriguo;2022-09-13 21:15:40+00:00;Luva de Pedreiro aposentou as luvas e agora vai virar garoto propaganda de sites de apostas.;0;2;0
RK Play;eurkplay;2022-09-13 21:15:33+00:00;Esse BORA BIL é o novo Luva de PEDREIRO?;0;0;0
enzzão;_enzzomoreira;2022-09-13 21:15:33+00:00;o fato do luva de pedreiro ter haters me irrita profundamente;0;5;0
Homem de Ferro;verdade01001;2022-09-13 21:15:30+00:00;@JoaquinTeixeira Chutar bola já alinhado com goleiro é uma pressão danada! Isso fez o luva de pedreiro mudar de carreira! A partir da segunda-feira, ele já começa trabalhar numa obra como pedreiro, pegando ônibus às 07 da manhã pra um salário básico! Receba ! 🧤;0;2;0
Pontual Digital;pontualradioweb;2022-09-13 21:15:12+00:00;"Luva de pedreiro decide abandonar carreira de influenciador
Link matéria completa!!
https://t.co/Wip9LBdvl0 https://t.co/vLt4fTHEa7";0;0;0
FogoDallas 🔥⚽🏈⭐;Oliveir56486772;2022-09-13 21:14:58+00:00;"Vamos entender o #luvadepedreiro e imaginar como o psicológico desse menino deve estar abalado com tudo que vem acontecendo, tanto de positivo como de negativo. A rotina na vida dele mudou da água para o vinho em um estalar de dedos.
NÃO É TODOS QUE ESTÃO PREPARADOS ! https://t.co/S4CTh9IPzA";0;0;0
🪄Magic Alonso Brasil🇧🇷;MagicAlonsoBR;2022-09-13 21:13:29+00:00;@sopecado @lavigne_eduardo @leandroconsi @tracklist vc tem tudo isso e tá discutindo no twitter sobre o luva de pedreiro?;0;0;0
®️ 🎯 B E R T H;RBMoura26;2022-09-13 21:13:10+00:00;Luva de pedreiro já se aposentou kkkkk;0;0;0
India Irônica💚 🌴🏹;raffajuruninha;2022-09-13 21:12:43+00:00;"Esse lance do Luva de Pedreiro nao é marketing nao!??

Como assim vai parar pra viver uma vida normal?

Mandar meus boletos pra ele kkkkkk";0;6;1
zCrowler;ZCrowler;2022-09-13 21:11:45+00:00;"F Luva de Pedreiro

Espero que ele aproveite bem o dinheiro que conseguiu e curta bastante a vida. Se ele escolheu parar é porque ele, melhor do que ninguém, sabe o que é melhor pra si próprio. E caso ele volte atrás sobre essa decisão, estaremos aqui para apoiar sua volta &lt;3";0;0;0
essa gatona tá viva demais;aqueenofhearts_;2022-09-13 21:11:31+00:00;"💁‍♀️

Como diria o amigo que usa luva de pedreiro: 

RECEBA! https://t.co/3dPtpZ1G4q";0;1;0
ajaxson ;a_jasco;2022-09-13 21:10:50+00:00;motivo do luva de pedreiro estar se afastando das redes sociais https://t.co/awPCNDsGNI;0;1;0
Joaquin Teixeira;JoaquinTeixeira;2022-09-13 21:10:40+00:00;"APRENDI MUITO COM OS INFLUENCIADORES LUVA DE PEDREIRO E MENDIGO GIVALDO:

POR CAUSA DELES SEMPRE GRITO ""RECEBA"" QUANDO ESTOU FAZENDO SEXO COM UMA MULHER CASADA.";3;1445;63
Zé Eduardo 🤖🇧🇷💀👉👉 22;JosEduardoEsco5;2022-09-13 21:10:13+00:00;"@JoaquinTeixeira 🤔 O mendigo pois fara falta para as donzelas ninfofetichesmaniacas 😉 Luva de pedreiro não quando não era famoso não comeu ninguém 😒

 #VoltaMendigo 

🇧🇷🤖👉👉";0;1;0
anonymous;Anonymamentee;2022-09-13 21:09:36+00:00;"LUVA DE PEDREIRO
 VAZOU O MOTIVO
 😭😭😭
https://t.co/kcGMo1w8OG";0;0;0
𝔊𝔦𝔩𝔟𝔢𝔯𝔱𝔬 𝔖𝔬𝔲𝔷𝔞 Ⓖ ;gilbertynhoo;2022-09-13 21:09:13+00:00;O senhor @luvadepedreiro precisa urgentemente de um tratamento psiquiátrico. Isso mesmo, não quis dizer psicológico, mas sim psíquico.;0;0;0
anonymous;Anonymamentee;2022-09-13 21:09:08+00:00;"LUVA DE PEDREIRO
 VAZOU O MOTIVO
 😭😭😭
https://t.co/kcGMo1vAZ8";0;0;0
anonymous;Anonymamentee;2022-09-13 21:07:35+00:00;"LUVA DE PEDREIRO MORREU 😭😭
https://t.co/kcGMo1vAZ8";0;0;0
Ribamar Júnior ♟;ribamarjunior;2022-09-13 21:07:31+00:00;@kempao @luvadepedreiro Ele desistiu da vida digital, e isso está longe de ser tudo. Que ele encontre o que procura! 🙏;0;0;0
a.motta;motta_armando;2022-09-13 21:07:16+00:00;@CNNBrasil Nossaaáa que notícia importante...nem sei quem é ,,,luva de pedreiro tqpariu;0;0;0
Vasco VICIADO EM SLIPKNOT;Mifruma;2022-09-13 21:06:34+00:00;eu sou a favor do luva de pedreiro;0;0;0
anonymous;Anonymamentee;2022-09-13 21:06:31+00:00;"LUVA DE PEDREIRO MORREU 😭😭😭
https://t.co/kcGMo1vAZ8";0;0;0
rafa;grungedetox;2022-09-13 21:06:12+00:00;esse luva de pedreiro é chato pra caralho mano;0;1;0
André Moraes;moraesage;2022-09-13 21:06:12+00:00;@FabioReboucas @luvadepedreiro posa ao lado do criador do prato dele? deve ser uma senhora de 354 anos…;0;0;0
anonymous;Anonymamentee;2022-09-13 21:05:59+00:00;"LUVA DE PEDREIRO MORREU 😭😭😭
https://t.co/kcGMo1w8OG";0;0;0
hellen ou helena ?;andrahellen;2022-09-13 21:05:38+00:00;queria estar igual o luva de pedreiro, aposentado;0;0;0
Silvia Bourbon Nava;bourbonnava;2022-09-13 21:05:29+00:00;Belíssimo texto de @millylacombe sobre o Menino Luva de Pedreiro ❤️ https://t.co/CTTnvQYhO5;0;2;0
Joel Lyra 1️⃣3️⃣🇧🇷;Joellyraa;2022-09-13 21:05:16+00:00;Até o Luva de Pedreiro se aposentou e Kieza não...;0;7;2
anonymous;Anonymamentee;2022-09-13 21:05:13+00:00;"LUVA DE PEDREIRO MORREU 
https://t.co/kcGMo1w8OG";0;0;0
Na Hora da Notícia;nhn_acre;2022-09-13 21:05:12+00:00;"Luva de Pedreiro declara fim de carreira e empresário se manifesta; veja https://t.co/2QJHbgWdoM";0;0;0
Guilherme Aecio;GuilhermeALM_;2022-09-13 21:05:03+00:00;Entendo o Luva de pedreiro, se eu ficasse do nada igual ele talvez não fosse me sentir muito bem também, maninho mó humilde deve ter sido usado pra caramba por outras pessoas aproveitadoras…;0;0;0
Flavio Garage (conta nova);FlavioCuter;2022-09-13 21:05:03+00:00;"Minha opinião sobre o luva de pedreiro é uma só:
Claramente o moleque é limitado a fazer aquele único tipo de vídeo
Precisava ter chegado um brother, capitalizado o máximo de grana possível, instruído ele a investir numa casa e num trabalho e depois deixar o menino sumir em paz";0;191;7
Yuni;EduardaYuni;2022-09-13 21:04:49+00:00;Luva de pedreiro acabou de decidir sair da internet, triste demais.. É realmente foda.;0;296;0
Dino;DinnoCadu;2022-09-13 21:04:49+00:00;"@luvadepedreiro infelizmente desiste da carreira por motivos pessoais.
Boa sorte Guerreiro por sua nova jornada ou antiga.... Seila.
#melhordomundo #receba #luvadepedreiro #obrigadopai #entaorecebacarai";0;0;0
fellipe;morrisseybaiano;2022-09-13 21:04:41+00:00;mas é o luva de pedreiro ou a beyonce? https://t.co/LcnQC9TJET;0;2;0
ribas🦇;dougl4xis;2022-09-13 21:04:18+00:00;o luva de pedreiro parou? q isso;0;0;0
o famoso degusta forte;elegas027;2022-09-13 21:04:06+00:00;e o luva de pedreiro metendo a bait de que vai se aposentar;0;59;0
LLL gonçalves 🕸️;gbzin158;2022-09-13 21:03:33+00:00;"luva trabalhando como blogueiro sem fazer muito esforço: adoece

pedreiro trabalhando o dia todo num calor de 33°, mexendo com areia, brita, cimento, come com as mãos  sujas e não adoece. 

Kkkkkkkkkkkkkk https://t.co/b85MQCEQd3";0;0;0
mai;joaquinpiquerrz;2022-09-13 21:02:59+00:00;luva de pedreiro ja que vc nao quer mais ser influencer me da sua conta to precisando de um emprego;0;1;0
Beep Boop;BeepBoop6518242;2022-09-13 21:01:59+00:00;Pessoal vocês viram o conteúdo novo do luva de pedreiro? Está surpreende tem uma parte que ele olha pra câmera e diz receba é imperdível;0;7;0
GN Notícias;gnnoticias_xyz;2022-09-13 21:01:50+00:00;Qual o futuro de Luva de Pedreiro? Influenciador apaga vídeos e fala sobre a carreira | Jovem Pan #nacional #brazil #brasil #gnnoticias https://t.co/N3KPxpgruF;0;0;0
guirlandes;guilherrmsm;2022-09-13 21:01:44+00:00;Luva de Pedreiro: Uma história de ascensão e foda-se essa porra;0;1;0
Agora MT;siteagoramt;2022-09-13 21:01:34+00:00;"Luva de Pedreiro anuncia que irá encerrar carreira de influenciador: 'Vou viver a minha vida normal'
https://t.co/byTbo0Yhk0 https://t.co/bWUAtX3aKI";0;0;0
Kim D. Power 🔥;Samhds2;2022-09-13 21:01:21+00:00;"@brainletbr Acabei de ouvir alguém falando essa frase. 😒

Luva de pedreiro foi engraçado, esse não é. 🤦🏻‍♂️";0;0;0
lactobacílios vivos;ferrolambe;2022-09-13 21:00:58+00:00;LUVA DE PEDREIRO É FLAGRADO CHUPANDO O PRÓPRIO PÊNIS: ENTENDA O CASO;0;0;0
Sergio Mariano;Sergiomariano6;2022-09-13 21:00:24+00:00;"Luva de Pedreiro anunciou fim da carreira, deu no plantão do G1, é sério! Não sei o que vou fazer da minha vida de agora em diante, nem vou almoçar ""mais"" hoje. Isso é o fim, quem é ele o que faz? Meu Deus o mundo precisa urgente do cometa dos dinossauros. #futilidade https://t.co/UZt8FGTBs4";0;0;0
Gilmar Oliveira;GilmarOficial_;2022-09-13 21:00:16+00:00;@edfisicaprof Já tinha feito essa mesma pergunta se era vc ou o Neymar e eu disse 1000 vezes vc imagina qm é luva de pedreiro;0;2;0
Enem Action 📚;EnemAction;2022-09-13 20:59:29+00:00;"🧤#LuvadePedreiro decidiu encerrar a carreira de influencer: “Eu que apaguei os vídeos mesmo e parei. Vou viver minha vida normal e sossegado daquele jeito.”

🗣️Bill Morais, do meme #boraBill, foi convidado para o Rock in Rio e quer aproveitar a fama para ajudar a família.+ https://t.co/Je1PowtmnM";0;2;0
Ronaldinho.96;96Ronaldinho;2022-09-13 20:59:19+00:00;Alguém me explica o porque acabou o sensacional, o magnífico, o melhor do mundo, o RECEBA????? @luvadepedreiro;0;0;0
lyn;lyn_arte;2022-09-13 20:59:07+00:00;"Minha mãe: aquele luva de pedreiro anunciou que deixou a carreira de influencer né?
Eu: vc sabe o que ele fazia?
Ela: não
Eu: hm, nem eu kkkkk";0;2;0
Max Gomes;Max97Gomes;2022-09-13 20:59:03+00:00;"Eu acho que essa história do luva de pedreiro PODE ser uma estratégia de mkt (ruim por sinal). Ele disse no vídeo que vai honrar com os contratos assinados, ou seja, vai continuar vendendo a imagem dele, seja nas RS dele ou do contratante. 

Meu chute: algo na copa do mundo! https://t.co/mMkp5INqYT";0;1;0
Victor 1️⃣3️⃣❤️⭐️;falecomvh;2022-09-13 20:59:03+00:00;Quem e luva de pedreiro?;0;1;0
"Aps 22;12";Eumermorj;2022-09-13 20:59:02+00:00;@igoraraujojj @luvadepedreiro Verdade irmão ! Quanto mais é dado mais é cobrado !!!;0;1;0
TV JOVEM;tvjovem;2022-09-13 20:58:25+00:00;News - Audiência da #afazenda14 + Luva de Pedreiro anuncia fim da carreira +Pétala enganada? Ao Vivo https://t.co/M5gloByX4M;0;0;0
Hanniel Vieira 🇬🇧;vieira_hanniel;2022-09-13 20:58:00+00:00;"Luva de pedreiro vai deixar de ser o melhor do mundo.

Vai em paz parceiro @luvadepedreiro https://t.co/HKLIzvwzUo";0;1;0
ca$hlu;akaSena_;2022-09-13 20:57:57+00:00;Luva de pedreiro largou a carreira dele pra viver disso? https://t.co/2WIg2M5PGK;0;21;0
brechó;alldous;2022-09-13 20:57:52+00:00;Luva de pedreiro precisa de um tratamento psicológico;0;0;0
Pedrinh000014( @joseilson..conta reserva);Pedrinhoooo14;2022-09-13 20:57:48+00:00;@igoraraujojj @luvadepedreiro Desde quando pobreza é coisa boa;0;0;0
BARATINHA 💪😎;baratinhaa01;2022-09-13 20:57:43+00:00;@JoaquinTeixeira @luvadepedreiro Num país de idiotas , qualquer imbecil vira celebridade ...;0;0;0
Junior Silveira;JuniorPSill;2022-09-13 20:57:28+00:00;Devemos esperar pelo Luva de Pedreiro em algum reality da Record nos próximos anos?;0;0;0
Vinicius Salles;vsalles1982;2022-09-13 20:57:10+00:00;"@JoaquinTeixeira @luvadepedreiro ERRADO NAO TÁ!! ATÉ COM JUROS DA CX ECONOMICA TA DE BOA
AHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA";0;0;0
Alngstv♤🇵🇱🇧🇷;algstv_xx;2022-09-13 20:56:58+00:00;"sobre o Luva de Pedreiro cabe a nós apenas analisar e não julgar, pq ser humano nenhum está preparado para fama repentina e para influenciar milhões de pessoas do nada... 

Ainda mais um simples menino do interior da Bahia que aparentemente não sabia nem ler e tampouco escrever";0;0;0
ꜱᴀᴅᴘᴀɪɴ 痛み;_sadpain_;2022-09-13 20:56:00+00:00;@akibharawaves @nimsayzz quero me matar, tenho q decorar fala e fazer a tarefa do ifonse mas tô aq vendo gente falar bem do empresário do luva de pedreiro;0;0;0
Vitor 🦑;Hon_orio;2022-09-13 20:55:56+00:00;Nem Túlio maravilha se aposentou mais que o Luva de pedreiro.;0;1;0
Felipe L.;FelipeL282;2022-09-13 20:55:37+00:00;@UOL Porque se não usasse ele seria Sem Luva de Pedreiro.;0;0;0
GILBERTO;gilbertodiasjge;2022-09-13 20:55:17+00:00;"luva de pedreiro
aposentadoria
 precoce
o que aconteceu...?
fica a pergunta...! https://t.co/7hX9OXS4o2";0;0;0
ISTEFANI SILVA;ISTEFANISILVA7;2022-09-13 20:54:11+00:00;Descobri que não gosto de memes heteros, nunca entendi ou curti o luva de pedreiro e agora o Bora Bill, acho super chato. Prefiro muito mais um buonasera natasha ou a gente sente não é Nicole?;0;0;0
De Minas Comunicação;deminasmkt;2022-09-13 20:54:11+00:00;@luvadepedreiro apaga todos os seus conteúdos do Instagram. Ele anunciou que vai concluir os trabalhos com as marcas, mas não vai mais produzir conteúdos. Vai viver a vida dele. O que acham? https://t.co/VSu37lm8zl;0;0;0
Alencs;Alenlencar;2022-09-13 20:53:51+00:00;Luva de pedreiro disse que ia parar de gravar vídeo 😭😭😭😭😭 viver não faz mais sentido;0;0;0
Mikael Brenno De Albuquerque De Oliveira;Mikael_Albuquer;2022-09-13 20:53:38+00:00;@Jonvlogs Não é questão de ele não quererais é questão de optar entre Deus e o mundo o luva de pedreiro é de Deus seus amigos e familiares também Deus o Abençoe em suas escolhas ele sabe o que tá fazendo!!;0;0;0
yuki;sikjeno;2022-09-13 20:53:13+00:00;gente o luva de pedreiro postou um vídeo anunciando q ia parar de fazer vídeo pra viver normal kkk pra viver pobre? slc;0;0;0
calvo aos 18;davoli_iury;2022-09-13 20:53:08+00:00;Fodase o luva de pedreiro mano, vc n ganha nada comentando sobre a vida dele;0;1;0
kamila;kamisqueen;2022-09-13 20:52:22+00:00;gente e o luva de pedreiro que despirocou da cabeça?;0;2;0
⚽️ Futebol Arte ⚽️;10futebolarte_;2022-09-13 20:51:16+00:00;Luva de Pedreiro apagou suas publicações e disse que vai parar com a vida de influencer.;0;0;0
Dier 🌞⚡;Dier369;2022-09-13 20:51:00+00:00;"Essa é a desculpa que o empresário  arrumou pro luva de pedreiro falar.

É difícil dizer que o mainstream cobra um pedágio muito caro pra quem não tem o psicológico minimamente blindado... https://t.co/zQagrU82bb";0;3;0
Velho Dinâmico;leandrotron;2022-09-13 20:50:52+00:00;O menino luva de pedreiro;0;1;0
Queixo de Vidro mma;VidroMma;2022-09-13 20:50:45+00:00;Até o luva de pedreiro aposentou e o Tony Ferguson não;0;4;0
Fruno Belix;obrunofelix;2022-09-13 20:50:39+00:00;"Luva de Pedreiro declara fim da carreira e em 2 de Outubro se tornará Lula de Pedreiro 
RECEBA COMPANHEIRO";0;1;0
Eduardo Queiroz;theedqueiroz;2022-09-13 20:50:26+00:00;"Surreal o Luva de Pedreiro do nada desistir de tudo que ele conquistou.

Ou esse parar com a “carreira” é marketing pra gerar engajamento ou ele simplesmente não está preparado pra viver em uma realidade diferente.

Não é possível que ele vai se contentar com tão pouco…";0;0;0
André Luiz da Silva;AndreLPita;2022-09-13 20:50:13+00:00;@edfisicaprof Pergunta besta, com um rabo desses quem vais escolher o luva de pedreiro 🙄😋;0;2;0
Jornal Cruzeiro;jornalcruzeiro;2022-09-13 20:50:05+00:00;"Luva de Pedreiro deleta vídeos e sugere aposentadoria

https://t.co/QF1cAu5QDI";0;0;0
vitinzor⁷☕;vitinzor;2022-09-13 20:49:59+00:00;luva de pedreiro aposentado aos 20 anos;0;0;0
sombra azul;sombra_azul000;2022-09-13 20:49:27+00:00;@boraabil luva de pedreiro 2;0;0;0
Ecos da notícia;Ecos_da_Noticia;2022-09-13 20:49:11+00:00;Vou viver sossegado: Luva de Pedreiro anuncia fim de carreira e apaga vídeos das redes sociais https://t.co/b6broCamVv;0;0;0
Alexa # 22 🇧🇷🇧🇷🇧🇷;ale130170;2022-09-13 20:49:06+00:00;GOSSIP DO ZUZU: SABATINA DE LULA COM WAACK FEZ LUVA DE PEDREIRO TER MEDO... https://t.co/gGQVB4IyKX via @YouTube;0;0;0
Estrelando;Estrelando;2022-09-13 20:49:05+00:00;Guito e Osmar Prado compartilham homenagem para o Luva de Pedreiro https://t.co/ZmmM8V3nnT https://t.co/duFyy7MbZN;0;0;0
RÁDIO SAT FM;radiosatfm;2022-09-13 20:49:01+00:00;Luva de Pedreiro não será mais influenciador: ‘Viver vida normal’ https://t.co/S9H6YEhk5w;0;0;0
ALaN FLeuRY 🚀🚀🚀🚀🚀🚀🚀;alancfleury;2022-09-13 20:48:25+00:00;@igoraraujojj @luvadepedreiro Acho que ele tá achando ruim coloca ele para estudar. Tomara que eu esteja errado!!!!;0;0;0
Acta;actaoficial;2022-09-13 20:48:20+00:00;"#Eleicoes2022: Bolsonaro diz que se arrepende das coisas que disse na pandemia; parente de Lira pede voto para Lula; Luva de Pedreiro encerra carreira; corpo da rainha chega a Londres e falsa ameaça de bomba no aeroporto.

#JornalDoActa, daqui a pouco: https://t.co/UmLP07dOaH";0;2;0
Martignago;smurfmartignago;2022-09-13 20:48:12+00:00;@O_Pilu_ Vai voltar pra bahia ser o pedreiro da luva de pedreiro;0;0;0
A. A. Metz-Marzano;AngeloA99993483;2022-09-13 20:47:49+00:00;"Quando você estiver macambúzio, sem esperanças, lembre-se que Deus existe:
- Anitta não foi ao rock in Rio
- Luva de Pedreiro aposentou https://t.co/HYn8ZTLDWY";0;1;0
Bruney;Bruney49427834;2022-09-13 20:47:32+00:00;@JoaquinTeixeira Não desistiu igual o Luva de Pedreiro.;0;0;0
Henry Braga zz;HenryBragaZz;2022-09-13 20:47:18+00:00;@nocontextfooty Luva de pedreiro fazendo escola!;0;1;0
O_senhor.mov;MovSenhor;2022-09-13 20:47:09+00:00;Fico pensando um pouco no caso do luva de pedreiro, o cara ganhou bastante nome ficou viral porém prefere a vida que ele levava... entra um pouco no papo q tive com Edu;0;0;0
Alagoas24Horas;al24h;2022-09-13 20:46:01+00:00;Guito e Osmar Prado jogam bola e homenageiam Luva de Pedreiro após anúncio de fim da carreira https://t.co/CRR1ZVRYMr;0;0;0
Pedro🍂 / Lunecornven / DonatelaEvfã / Blackbriar;Lunecornven;2022-09-13 20:45:37+00:00;@jaffeioqdoi jaffer luva de pedreiro;0;0;0
Leo;ozzystz;2022-09-13 20:45:20+00:00;"@igoraraujojj @luvadepedreiro Você acha bonito um adulto não ter responsabilidade e ficar jogando bola o dia todo? Para né!!!!
Imagina seu filho com mais de 20 anos falando que cansou e só quer joga bola o campinho, acharia legal?";0;0;0
gabriel mataveli;sinistro16x;2022-09-13 20:45:15+00:00;Se alguém falou mal do luva de pedreiro algum dia, merece ir pro inferno;0;0;0
Notícias da TV;NoticiasdaTV;2022-09-13 20:45:14+00:00;"'Receba' ⚽

Tibério de #Pantanal, Guito encarna Luva de Pedreiro e desafia Osmar Prado no futebol

Saiba mais 👉 https://t.co/QmGjkbQY5e https://t.co/vKGBHwhlgU";0;9;1
jú nunex;nunex__;2022-09-13 20:45:07+00:00;O luva de pedreiro 🥺🥺🥺;0;1;0
Anderson Hilário;AnderHill;2022-09-13 20:44:34+00:00;@luvadepedreiro conquiste o mundo mas não perca sua essência. Foi ela que te trouxe aqui. Desejo a maior bênção do mundo: ser feliz e saber que o é!;0;0;0
Rayssa Bolelli;rayllips;2022-09-13 20:44:20+00:00;Certo tá o luva de pedreiro. Eu se algum dia desse o azar de virar influencer ia fazer um dinheiro rápido ali e depois sumir;0;0;0
